hour_of_day,date,gender,tripduration_min,tripduration_max,tripduration_mean,tripduration_sum,tripduration_count
18,2019-09-11,0,83,301967,2095.9284467713787,1200967,573
18,2019-09-11,1,66,6474,812.6316187594554,5371495,6610
18,2019-09-11,2,62,53852,960.8589552238806,2575102,2680
18,2019-09-12,0,61,14204,1077.1573770491802,328533,305
18,2019-09-12,1,61,55070,704.6073446327683,2993172,4248
18,2019-09-12,2,61,53381,795.1882693700218,1098155,1381
18,2019-09-13,0,77,223025,1693.2140151515152,894017,528
18,2019-09-13,1,61,225289,948.672102091457,5352408,5642
18,2019-09-13,2,61,15450,950.5647517039922,1952460,2054
18,2019-09-14,0,64,71046,1599.4977443609023,1063666,665
18,2019-09-14,1,64,348317,1052.44733420026,3237328,3076
18,2019-09-14,2,61,265275,1281.0587818696883,1808855,1412
18,2019-09-15,0,91,50531,1580.109471094711,1284629,813
18,2019-09-15,1,63,1057023,1271.1962077493818,4625883,3639
18,2019-09-15,2,64,77912,1202.3536036036037,2135380,1776
18,2019-09-16,0,65,8698,1119.095132743363,505831,452
18,2019-09-16,1,62,53645,795.7496046389035,4528611,5691
18,2019-09-16,2,63,12145,887.7015281757402,1858847,2094
18,2019-09-17,0,61,48781,1485.5176056338028,843774,568
18,2019-09-17,1,61,52157,825.4754259963386,5861701,7101
18,2019-09-17,2,63,50719,973.8713235294117,2648930,2720
18,2019-09-18,0,92,149755,1468.881188118812,741785,505
18,2019-09-18,1,61,651079,943.3758956721124,6582877,6978
18,2019-09-18,2,61,102726,953.4133949191686,2476968,2598
18,2019-09-19,0,61,1518852,4295.439926062847,2323833,541
18,2019-09-19,1,62,421306,902.8069381598793,5985610,6630
18,2019-09-19,2,63,4851,929.0740587505172,2245572,2417
18,2019-09-20,0,101,27098,1400.8743718592964,836322,597
18,2019-09-20,1,63,258905,931.138317081979,5156644,5538
18,2019-09-20,2,65,142480,1140.7696285848613,2426417,2127
18,2019-09-21,0,64,138507,2002.0864928909953,1689761,844
18,2019-09-21,1,64,511096,1300.4400707651482,5880590,4522
18,2019-09-21,2,62,87384,1232.9805383022774,2977648,2415
18,2019-09-22,0,70,131464,1835.1807065217392,1350693,736
18,2019-09-22,1,62,80816,954.8385416666666,3299922,3456
18,2019-09-22,2,63,48343,1086.8417358008935,1703081,1567
18,2019-09-23,0,124,53218,1339.7384937238494,640395,478
18,2019-09-23,1,64,386075,915.1566716641679,6104095,6670
18,2019-09-23,2,68,140838,1022.3167456556082,2588506,2532
18,2019-09-24,0,71,959115,4422.861063464837,2578528,583
18,2019-09-24,1,62,16877,819.1368874080244,5900243,7203
18,2019-09-24,2,65,54321,950.7954892966361,2487281,2616
18,2019-09-25,0,64,19469,1302.7996575342465,760835,584
18,2019-09-25,1,61,86651,850.5974851653009,6020529,7078
18,2019-09-25,2,63,201015,1037.810932235118,2771993,2671
18,2019-09-26,0,79,9606,1117.4823529411765,474930,425
18,2019-09-26,1,61,479620,869.079693231077,5212740,5998
18,2019-09-26,2,79,93872,953.2356870229007,1997982,2096
18,2019-09-27,0,76,588274,2245.375,1383151,616
18,2019-09-27,1,65,155980,866.9962096242584,5260933,6068
18,2019-09-27,2,74,349430,1174.7801843317973,2549273,2170
18,2019-09-28,0,64,16210,1372.181233933162,1067557,778
18,2019-09-28,1,62,370433,1092.7956331877729,3753753,3435
18,2019-09-28,2,62,60071,1062.6504539559014,1638607,1542
18,2019-09-29,0,64,156089,1689.79797979798,1338320,792
18,2019-09-29,1,61,48187,918.142005112184,3232778,3521
18,2019-09-29,2,63,11881,1011.6618444846293,1678347,1659
18,2019-09-30,0,91,6454,1073.9898734177216,424226,395
18,2019-09-30,1,61,642441,918.8887711864406,5204586,5664
18,2019-09-30,2,63,4380,853.2370848708487,1849818,2168
18,2019-10-01,0,61,79799,1608.9386973180076,839866,522
18,2019-10-01,1,66,1948100,1085.6139627470495,7635123,7033
18,2019-10-01,2,66,868655,1295.3385376999238,3401559,2626
18,2019-10-02,0,63,49632,1289.1101694915253,304230,236
18,2019-10-02,1,67,226787,818.728051391863,2676422,3269
18,2019-10-02,2,70,84126,921.2492917847026,975603,1059
18,2019-10-03,0,93,103339,1475.7398843930637,255303,173
18,2019-10-03,1,69,42506,705.1564699512724,2604848,3694
18,2019-10-03,2,74,51040,813.3557692307693,845890,1040
18,2019-10-04,0,72,53378,1210.604118993135,529034,437
18,2019-10-04,1,63,74873,812.4282438371871,4251437,5233
18,2019-10-04,2,78,60306,958.8532901833872,1777714,1854
18,2019-10-05,0,69,587341,2390.261780104712,1369620,573
18,2019-10-05,1,62,48957,871.459373900809,2477559,2843
18,2019-10-05,2,61,1078244,2236.26901521217,2793100,1249
18,2019-10-06,0,85,89204,1499.1751824817518,616161,411
18,2019-10-06,1,61,44379,774.9480885311871,1925746,2485
18,2019-10-06,2,62,45470,879.9948132780083,848315,964
18,2019-10-07,0,61,85184,1391.5289079229121,649844,467
18,2019-10-07,1,62,51267,792.5638264669163,5078749,6408
18,2019-10-07,2,63,84455,905.185393258427,2094599,2314
18,2019-10-08,0,81,75335,1223.1243781094527,491696,402
18,2019-10-08,1,61,14778,764.3040897097625,4634740,6064
18,2019-10-08,2,64,86015,908.5384974335044,1946998,2143
18,2019-10-09,0,126,6159,889.6040816326531,217953,245
18,2019-10-09,1,63,13602,707.1519412381951,3369579,4765
18,2019-10-09,2,71,8984,752.8018134715026,1162326,1544
18,2019-10-10,0,91,8524,1122.9595505617976,499717,445
18,2019-10-10,1,61,494670,868.6762212975805,5636840,6489
18,2019-10-10,2,68,1710328,1704.4063079777366,3674700,2156
18,2019-10-11,0,66,9788,1113.9811320754718,413287,371
18,2019-10-11,1,64,509996,936.9364953363763,4721223,5039
18,2019-10-11,2,84,131025,991.7631909547739,1578887,1592
18,2019-10-12,0,70,846938,3532.916788321168,2420048,685
18,2019-10-12,1,65,24719,893.9721393034825,2695326,3015
18,2019-10-12,2,67,62957,1058.018320610687,1386004,1310
18,2019-10-13,0,72,119864,1611.694942903752,987969,613
18,2019-10-13,1,61,1033727,1241.817955997161,3499443,2818
18,2019-10-13,2,66,270506,1362.4403387220939,1769810,1299
18,2019-10-14,0,86,52191,1322.5373134328358,797490,603
18,2019-10-14,1,61,275842,825.5731204943357,4809789,5826
18,2019-10-14,2,61,4889,872.3006993006993,1871085,2145
18,2019-10-15,0,73,14038,1159.323595505618,515899,445
18,2019-10-15,1,61,39017,792.3820097244733,4888997,6170
18,2019-10-15,2,62,61493,904.2163904235728,1963958,2172
18,2019-10-16,0,146,14415,1548.590909090909,34069,22
18,2019-10-16,1,70,103916,928.3345864661654,493874,532
18,2019-10-16,2,80,2281,599.3050847457627,70718,118
18,2019-10-17,0,130,5182,996.0,302784,304
18,2019-10-17,1,61,843341,906.7605528576765,4854796,5354
18,2019-10-17,2,61,25834,794.9906367041199,1273575,1602
18,2019-10-18,0,76,48659,1171.8395061728395,379676,324
18,2019-10-18,1,61,941899,979.2199511219729,4407469,4501
18,2019-10-18,2,83,99395,913.522346368715,1308164,1432
18,2019-10-19,0,122,57592,1382.652,691326,500
18,2019-10-19,1,61,452795,1098.9458035378245,2919899,2657
18,2019-10-19,2,63,138039,1082.7953321364453,1206234,1114
18,2019-10-20,0,194,3810,957.5882352941177,32558,34
18,2019-10-20,1,75,5652,672.0105448154658,382374,569
18,2019-10-20,2,108,3045,800.225,96027,120
18,2019-10-21,0,62,187857,1875.01376146789,817506,436
18,2019-10-21,1,64,78134,806.9082094376212,4993148,6188
18,2019-10-21,2,64,142857,973.7992616520535,2110223,2167
18,2019-10-22,0,86,4816,824.5530726256983,147595,179
18,2019-10-22,1,61,7214,701.1592703512115,2575358,3673
18,2019-10-22,2,70,46016,785.7291866028709,821087,1045
18,2019-10-23,0,64,330344,2065.6586102719034,683733,331
18,2019-10-23,1,61,12441,794.5997340425532,4780312,6016
18,2019-10-23,2,64,5441,878.2810271041369,1847025,2103
18,2019-10-24,0,87,51560,1132.3733031674208,500509,442
18,2019-10-24,1,64,43275,795.2912735849056,4720849,5936
18,2019-10-24,2,72,19559,895.9563894523327,1766826,1972
18,2019-10-25,0,70,16019,1204.2871287128712,486532,404
18,2019-10-25,1,61,165910,923.253373015873,4653197,5040
18,2019-10-25,2,61,226281,1014.0767878077374,1730015,1706
18,2019-10-26,0,63,177293,2712.098795180723,1125521,415
18,2019-10-26,1,62,302244,1009.2867263236391,2706907,2682
18,2019-10-26,2,61,15441,948.7823585810163,989580,1043
18,2019-10-27,0,68,39595,1311.4156862745099,334411,255
18,2019-10-27,1,63,13085,799.017723880597,1713094,2144
18,2019-10-27,2,78,4762,842.0866242038217,661038,785
18,2019-10-28,0,70,7517,1080.7067669172932,431202,399
18,2019-10-28,1,62,46798,775.361521847483,4666901,6019
18,2019-10-28,2,63,111536,896.1396353166987,1867555,2084
18,2019-10-29,0,100,14018,1005.272,125659,125
18,2019-10-29,1,61,4367,695.5777626193725,2039434,2932
18,2019-10-29,2,65,3477,741.7297297297297,603768,814
18,2019-10-30,0,128,8145,1019.6561514195583,323231,317
18,2019-10-30,1,61,37929,774.894368723099,4320811,5576
18,2019-10-30,2,65,4614,846.6270588235294,1439266,1700
18,2019-10-31,0,62,262917,3274.9396984924624,651713,199
18,2019-10-31,1,65,52721,866.0918544194108,2998410,3462
18,2019-10-31,2,63,62106,1010.9792284866469,1022100,1011
18,2019-11-01,0,77,250201,2095.5924764890283,668494,319
18,2019-11-01,1,61,72198,776.5983321751216,3352575,4317
18,2019-11-01,2,70,6710,812.5462620281273,1097750,1351
18,2019-11-02,0,122,171770,1936.3006329113923,611871,316
18,2019-11-02,1,62,62092,821.9916776171704,1876607,2283
18,2019-11-02,2,109,144359,1018.1105937136205,874557,859
18,2019-11-03,0,61,19814,1361.2189054726368,273605,201
18,2019-11-03,1,64,235457,840.4956918398378,1658298,1973
18,2019-11-03,2,70,3625,772.8895348837209,531748,688
18,2019-11-04,0,68,137691,1582.9359430604982,444805,281
18,2019-11-04,1,61,8977,722.7341996455996,3670767,5079
18,2019-11-04,2,61,3925,784.27875,1254846,1600
18,2019-11-05,0,99,31091,1183.030303030303,312320,264
18,2019-11-05,1,63,153168,782.0172215843858,4086822,5226
18,2019-11-05,2,82,34545,834.1342042755344,1404682,1684
18,2019-11-06,0,76,4821,853.9800796812749,214349,251
18,2019-11-06,1,61,233842,781.9628357907493,3871498,4951
18,2019-11-06,2,66,48484,831.67375,1330678,1600
18,2019-11-07,0,73,17236,836.156626506024,69401,83
18,2019-11-07,1,66,42128,696.8767801857585,1125456,1615
18,2019-11-07,2,114,48207,800.9709762532982,303568,379
18,2019-11-08,0,131,2229,768.9589041095891,112268,146
18,2019-11-08,1,63,225017,718.3697051846832,2119909,2951
18,2019-11-08,2,72,76865,803.8819362455727,680888,847
18,2019-11-09,0,140,57597,1531.3691275167785,228174,149
18,2019-11-09,1,65,9466,670.0986887508627,970973,1449
18,2019-11-09,2,88,3943,732.8639175257732,355439,485
18,2019-11-10,0,170,14946,1166.394117647059,198287,170
18,2019-11-10,1,61,81362,783.8486033519553,1403089,1790
18,2019-11-10,2,64,43468,824.5374449339207,561510,681
18,2019-11-11,0,62,10644,1006.8772727272727,221513,220
18,2019-11-11,1,63,5819,726.9800918836141,3323026,4571
18,2019-11-11,2,71,6962,788.6383712905453,1142737,1449
18,2019-11-12,0,95,2282,730.6030534351145,95709,131
18,2019-11-12,1,61,368395,779.6295824035703,2445698,3137
18,2019-11-12,2,75,3478,702.1415094339623,595416,848
18,2019-11-13,0,119,3967,858.2867132867133,122735,143
18,2019-11-13,1,68,90488,729.5323917715689,2376087,3257
18,2019-11-13,2,64,3139,715.8637339055794,667185,932
18,2019-11-14,0,72,4252,861.5729729729729,159391,185
18,2019-11-14,1,63,5442,696.6294043092522,2748203,3945
18,2019-11-14,2,68,9894,760.6875551632833,861859,1133
18,2019-11-15,0,110,8198,1135.945,227189,200
18,2019-11-15,1,62,11395,711.932892998679,2694666,3785
18,2019-11-15,2,63,11917,795.2173128944995,881896,1109
18,2019-11-16,0,134,21326,1030.4166666666667,111285,108
18,2019-11-16,1,64,8709,674.9209370424597,921942,1366
18,2019-11-16,2,98,2640,696.3516483516484,316840,455
18,2019-11-17,0,123,2717,850.5,91854,108
18,2019-11-17,1,66,13764,641.7371349095966,922818,1438
18,2019-11-17,2,61,6173,748.8842794759826,342989,458
18,2019-11-18,0,99,2509,770.2954545454545,67786,88
18,2019-11-18,1,65,54566,687.2956945572705,1692122,2462
18,2019-11-18,2,100,49512,818.257911392405,517139,632
18,2019-11-19,0,115,49235,1188.9195979899498,236595,199
18,2019-11-19,1,65,48881,715.2421291053228,3157794,4415
18,2019-11-19,2,82,12295,779.1950464396285,1006720,1292
18,2019-11-20,0,111,4936,987.1012658227849,155962,158
18,2019-11-20,1,63,62062,725.7144595910419,2981235,4108
18,2019-11-20,2,69,43346,827.8024489795919,1014058,1225
18,2019-11-21,0,107,331693,2735.8811881188117,552648,202
18,2019-11-21,1,67,11537,714.1171624713959,3120692,4370
18,2019-11-21,2,65,310548,1002.75,1315608,1312
18,2019-11-22,0,78,3805,870.7058823529412,133218,153
18,2019-11-22,1,61,438710,907.4951878298665,2923042,3221
18,2019-11-22,2,75,3858,763.9381107491856,703587,921
18,2019-11-23,0,121,11102,1091.7109375,139739,128
18,2019-11-23,1,62,184656,799.4669496664645,1318321,1649
18,2019-11-23,2,72,56103,873.5893909626719,444657,509
18,2019-11-24,0,63,2969,818.9230769230769,42584,52
18,2019-11-24,1,63,50374,706.3264822134387,893503,1265
18,2019-11-24,2,81,35984,790.4402173913044,290882,368
18,2019-11-25,0,146,7537,1064.0108695652175,195778,184
18,2019-11-25,1,62,27714,714.0405249827309,3101078,4343
18,2019-11-25,2,93,7128,778.1424148606811,1005360,1292
18,2019-11-26,0,86,7036,1039.2822966507176,217210,209
18,2019-11-26,1,61,43099,745.7257236227824,3194689,4284
18,2019-11-26,2,73,9194,812.3450980392157,1035740,1275
18,2019-11-27,0,134,3272,1114.1962025316457,176043,158
18,2019-11-27,1,63,7736,725.3312164142648,1484753,2047
18,2019-11-27,2,61,84408,877.2684049079754,571979,652
18,2019-11-28,0,94,3774,1115.2,39032,35
18,2019-11-28,1,61,3578,711.188622754491,237537,334
18,2019-11-28,2,91,52618,1263.9038461538462,131446,104
18,2019-11-29,0,198,4925,1126.5393258426966,100262,89
18,2019-11-29,1,61,8005,663.1339805825243,683028,1030
18,2019-11-29,2,61,5064,711.8041237113403,207135,291
18,2019-11-30,0,109,2798,947.3960396039604,95687,101
18,2019-11-30,1,68,7983,694.4157509157509,758302,1092
18,2019-11-30,2,62,3967,720.6194444444444,259423,360
18,2019-12-01,0,304,23893,3436.25,41235,12
18,2019-12-01,1,88,3585,613.919028340081,151638,247
18,2019-12-01,2,124,4242,675.578125,43237,64
18,2019-12-02,0,149,12968,1051.468085106383,49419,47
18,2019-12-02,1,66,144911,797.6450640542578,1058475,1327
18,2019-12-02,2,103,29382,844.205223880597,226247,268
18,2019-12-03,0,64,19038,879.7007874015748,111722,127
18,2019-12-03,1,63,50444,681.0261229690984,2137741,3139
18,2019-12-03,2,68,51819,801.6968973747016,671822,838
18,2019-12-04,0,122,333701,3482.551181102362,442284,127
18,2019-12-04,1,63,2731384,1467.4107551487414,5130068,3496
18,2019-12-04,2,79,3571,745.467824310521,729813,979
18,2019-12-05,0,100,438996,4110.326388888889,591887,144
18,2019-12-05,1,61,11058,688.536312849162,2341712,3401
18,2019-12-05,2,82,333992,1277.6572327044025,1218885,954
18,2019-12-06,0,89,5638,865.9072847682119,130752,151
18,2019-12-06,1,68,2933472,1597.0308677926616,5484204,3434
18,2019-12-06,2,61,3517,736.2686868686868,728906,990
18,2019-12-07,0,110,8976,937.2857142857143,98415,105
18,2019-12-07,1,63,8535,665.4321074964639,940921,1414
18,2019-12-07,2,77,60876,920.579418344519,411499,447
18,2019-12-08,0,62,128178,2537.8303571428573,284237,112
18,2019-12-08,1,64,428069,930.1383866481224,1337539,1438
18,2019-12-08,2,73,106171,901.2830188679245,429912,477
18,2019-12-09,0,164,1871,688.7083333333334,16529,24
18,2019-12-09,1,65,4256,639.9185441941074,369233,577
18,2019-12-09,2,80,2822,662.4274193548387,82141,124
18,2019-12-10,0,90,3056,753.4642857142857,63291,84
18,2019-12-10,1,67,11182,684.0613853172957,1649272,2411
18,2019-12-10,2,78,58567,831.6508972267536,509802,613
18,2019-12-11,0,88,3143,713.260162601626,87731,123
18,2019-12-11,1,64,3529,671.9812858436462,2226274,3313
18,2019-12-11,2,82,2757,703.7323462414579,617877,878
18,2019-12-12,0,86,45113,1395.6699029126214,143754,103
18,2019-12-12,1,64,54048,703.6732829237556,2233459,3174
18,2019-12-12,2,69,3032,686.5405727923628,575321,838
18,2019-12-13,0,66,2262,772.5714285714286,21632,28
18,2019-12-13,1,63,238951,1032.8195652173913,950194,920
18,2019-12-13,2,104,253578,1860.8436018957345,392638,211
18,2019-12-14,0,138,2940,897.7403846153846,93365,104
18,2019-12-14,1,62,50490,735.2121010638298,1105759,1504
18,2019-12-14,2,83,67999,1041.0348837209303,447645,430
18,2019-12-15,0,69,5979,925.4431818181819,81439,88
18,2019-12-15,1,63,40577,686.0986394557823,1008565,1470
18,2019-12-15,2,65,50208,826.4866666666667,371919,450
18,2019-12-16,0,79,14383,901.1532258064516,111743,124
18,2019-12-16,1,61,224355,785.7053892215569,2624256,3340
18,2019-12-16,2,65,7524,714.9383408071749,637725,892
18,2019-12-17,0,82,13151,988.768115942029,68225,69
18,2019-12-17,1,62,14522,663.2649411764706,1409438,2125
18,2019-12-17,2,61,3516,693.44,346720,500
18,2019-12-18,0,105,17894,1034.3461538461538,80679,78
18,2019-12-18,1,69,43084,675.083148065807,1518262,2249
18,2019-12-18,2,65,130424,1118.7632653061225,548194,490
18,2019-12-19,0,73,18252,899.9367088607595,71095,79
18,2019-12-19,1,63,4468,627.8467780429594,1315339,2095
18,2019-12-19,2,67,3519,691.8169014084507,343833,497
18,2019-12-20,0,65,2817,790.8846153846154,61689,78
18,2019-12-20,1,63,797289,1040.8166246851385,2066021,1985
18,2019-12-20,2,82,508374,1780.0251046025105,850852,478
18,2019-12-21,0,120,71042,1895.6031746031747,119423,63
18,2019-12-21,1,67,3223,637.2481902792141,616219,967
18,2019-12-21,2,85,2950,703.8132911392405,222405,316
18,2019-12-22,0,137,2703,706.8103448275862,40995,58
18,2019-12-22,1,77,57502,720.7199191102123,712792,989
18,2019-12-22,2,67,3673,687.3648208469056,211021,307
18,2019-12-23,0,107,4333,947.5046728971963,101383,107
18,2019-12-23,1,63,456703,1009.1661931818181,2131359,2112
18,2019-12-23,2,79,5221,724.1401384083046,418553,578
18,2019-12-24,0,284,2604,904.1290322580645,28028,31
18,2019-12-24,1,69,45735,746.9143686502177,514624,689
18,2019-12-24,2,67,2315,658.6157407407408,142261,216
18,2019-12-25,0,174,52244,3063.0,196032,64
18,2019-12-25,1,78,11096,835.1165501165501,358265,429
18,2019-12-25,2,96,52984,1172.2549019607843,179355,153
18,2019-12-26,0,62,9366,1031.9734513274336,116613,113
18,2019-12-26,1,62,61047,724.2498173849525,991498,1369
18,2019-12-26,2,75,21877,801.1153846153846,291606,364
18,2019-12-27,0,61,431203,5177.086538461538,538417,104
18,2019-12-27,1,67,264333,896.1020124913255,1291283,1441
18,2019-12-27,2,96,28114,816.8456375838927,365130,447
18,2019-12-28,0,127,10621,1362.0945945945946,201590,148
18,2019-12-28,1,65,13574,721.4383697813121,725767,1006
18,2019-12-28,2,93,10450,842.8328267477203,277292,329
18,2019-12-29,0,106,4662,1723.0714285714287,48246,28
18,2019-12-29,1,80,417426,2132.3228070175437,607712,285
18,2019-12-29,2,141,3611,793.4594594594595,58716,74
18,2019-12-30,0,145,1933,817.9142857142857,28627,35
18,2019-12-30,1,62,3189,625.0857473928157,539449,863
18,2019-12-30,2,63,10277,673.339393939394,111101,165
18,2019-12-31,0,71,17230,1434.983870967742,177938,124
18,2019-12-31,1,61,9873,673.9082969432314,771625,1145
18,2019-12-31,2,69,27805,831.4112676056338,295151,355
19,2019-01-01,0,95,50864,1969.037037037037,159492,81
19,2019-01-01,1,62,1371164,2808.403409090909,1977116,704
19,2019-01-01,2,130,3924,746.9745222929936,117275,157
19,2019-01-02,0,90,48137,1686.3846153846155,131538,78
19,2019-01-02,1,76,55546,706.65578465063,1233821,1746
19,2019-01-02,2,84,4074,699.9939879759519,349297,499
19,2019-01-03,0,75,5885,1004.0895522388059,67274,67
19,2019-01-03,1,62,49972,671.8731490621915,1361215,2026
19,2019-01-03,2,74,3027,719.0526315789474,382536,532
19,2019-01-04,0,73,7647,922.3888888888889,83015,90
19,2019-01-04,1,64,57968,710.631550802139,1328881,1870
19,2019-01-04,2,87,62889,876.9533980582524,451631,515
19,2019-01-05,0,141,512593,18517.58620689655,537010,29
19,2019-01-05,1,74,8832,664.2911392405064,577269,869
19,2019-01-05,2,73,4115,737.8432203389831,174131,236
19,2019-01-06,0,125,8001,1251.3636363636363,68825,55
19,2019-01-06,1,63,46357,744.524201853759,722933,971
19,2019-01-06,2,82,89613,1098.9558232931727,273640,249
19,2019-01-07,0,113,4676,872.9215686274509,44519,51
19,2019-01-07,1,61,49483,677.0881612090681,1344020,1985
19,2019-01-07,2,73,5790,694.7341513292433,339725,489
19,2019-01-08,0,182,17920,1171.5,58575,50
19,2019-01-08,1,64,10226,679.5249438202247,1511943,2225
19,2019-01-08,2,66,11031,739.1065182829889,464898,629
19,2019-01-09,0,118,5035,899.2692307692307,46762,52
19,2019-01-09,1,62,84606,655.1234234234234,1454374,2220
19,2019-01-09,2,65,3564,696.3380281690141,395520,568
19,2019-01-10,0,85,2242,705.7692307692307,45875,65
19,2019-01-10,1,62,83642,787.2212570260602,1540592,1957
19,2019-01-10,2,65,97988,916.8883610451306,386010,421
19,2019-01-11,0,125,2363,714.6410256410256,27871,39
19,2019-01-11,1,61,3904,616.938543754175,923557,1497
19,2019-01-11,2,93,3085,613.3354838709678,190134,310
19,2019-01-12,0,95,8007,864.2619047619048,36299,42
19,2019-01-12,1,61,7125,693.6990496304119,656933,947
19,2019-01-12,2,69,2902,699.9209486166008,177080,253
19,2019-01-13,0,85,86908,2946.1111111111113,106060,36
19,2019-01-13,1,61,5112,656.0162094763092,526125,802
19,2019-01-13,2,90,3492,657.365,131473,200
19,2019-01-14,0,137,2411,766.0,42130,55
19,2019-01-14,1,69,126047,714.2245459548707,1297746,1817
19,2019-01-14,2,67,3603,664.8512720156556,339739,511
19,2019-01-15,0,111,2119,677.7424242424242,44731,66
19,2019-01-15,1,61,48232,652.4464195022854,1284667,1969
19,2019-01-15,2,61,3355,697.8235294117648,367753,527
19,2019-01-16,0,76,6515,839.2698412698413,52874,63
19,2019-01-16,1,61,51905,684.5488038277512,1430707,2090
19,2019-01-16,2,83,107931,883.4846743295019,461179,522
19,2019-01-17,0,93,2982,733.2542372881356,43262,59
19,2019-01-17,1,63,44381,655.5184599156119,1242863,1896
19,2019-01-17,2,115,5163,710.5149572649573,332521,468
19,2019-01-18,0,130,2325,770.58,38529,50
19,2019-01-18,1,62,398091,949.8845144356956,1447624,1524
19,2019-01-18,2,67,8246,744.3360655737705,272427,366
19,2019-01-19,0,133,25683,1197.878787878788,79060,66
19,2019-01-19,1,61,3528,603.0856423173803,478850,794
19,2019-01-19,2,64,3535,671.6,157826,235
19,2019-01-20,0,76,1968,739.95,14799,20
19,2019-01-20,1,67,82245,831.3,390711,470
19,2019-01-20,2,82,2729,544.7028985507246,75169,138
19,2019-01-21,0,140,3370,636.1333333333333,9542,15
19,2019-01-21,1,66,8697,571.2288888888888,257053,450
19,2019-01-21,2,64,40637,944.4226804123712,91609,97
19,2019-01-22,0,89,3140,544.5348837209302,23415,43
19,2019-01-22,1,64,36422,638.0856793145655,1042632,1634
19,2019-01-22,2,66,11633,655.6761904761905,275384,420
19,2019-01-23,0,143,12745,1163.725806451613,72151,62
19,2019-01-23,1,63,136627,720.2324881822088,1675981,2327
19,2019-01-23,2,89,38271,798.4047619047619,469462,588
19,2019-01-24,0,64,86939,2357.9636363636364,129688,55
19,2019-01-24,1,66,15763,681.248574686431,1194910,1754
19,2019-01-24,2,74,63190,869.8722891566265,360997,415
19,2019-01-25,0,170,5236,764.2,38210,50
19,2019-01-25,1,61,65761,680.4161451814768,1087305,1598
19,2019-01-25,2,89,5108,704.7074468085107,264970,376
19,2019-01-26,0,139,2630,808.8070175438596,46102,57
19,2019-01-26,1,68,509706,1253.0655567117585,1204196,961
19,2019-01-26,2,92,2539,695.0,198075,285
19,2019-01-27,0,68,39837,1698.2459016393443,103593,61
19,2019-01-27,1,66,6662,703.1510989010989,767841,1092
19,2019-01-27,2,89,4283,686.7508305647841,206712,301
19,2019-01-28,0,79,68607,1963.0701754385964,111895,57
19,2019-01-28,1,61,14138,628.4192139737992,1151264,1832
19,2019-01-28,2,67,3199,668.1209016393443,326043,488
19,2019-01-29,0,107,12372,1257.2608695652175,28917,23
19,2019-01-29,1,68,8391,634.733231707317,416385,656
19,2019-01-29,2,87,2883,648.6666666666666,97300,150
19,2019-01-30,0,61,1704,513.1052631578947,9749,19
19,2019-01-30,1,68,5083,585.6477146042364,525326,897
19,2019-01-30,2,114,2103,592.9375,85383,144
19,2019-01-31,0,71,2449,806.0833333333334,19346,24
19,2019-01-31,1,76,5149,593.1195876288659,575326,970
19,2019-01-31,2,70,3693,587.5410628019324,121621,207
19,2019-02-01,0,115,2056,635.6486486486486,23519,37
19,2019-02-01,1,64,5160,600.3924495171203,683847,1139
19,2019-02-01,2,66,3208,666.3050193050193,172573,259
19,2019-02-02,0,133,4213,1264.8867924528302,67039,53
19,2019-02-02,1,72,10126,703.5594405594405,603654,858
19,2019-02-02,2,77,3002,662.7866108786611,158406,239
19,2019-02-03,0,143,50806,1858.5,100359,54
19,2019-02-03,1,63,11162,723.4944289693593,519469,718
19,2019-02-03,2,103,47368,918.9442060085837,214114,233
19,2019-02-04,0,90,9169,1078.258064516129,100278,93
19,2019-02-04,1,64,82743,716.4374449339207,1626313,2270
19,2019-02-04,2,62,10195,713.8903020667726,449037,629
19,2019-02-05,0,77,50144,1561.0962962962963,210748,135
19,2019-02-05,1,61,54772,778.7125771604939,2018423,2592
19,2019-02-05,2,77,8396,804.9933065595716,601330,747
19,2019-02-06,0,206,2427,700.9565217391304,16122,23
19,2019-02-06,1,71,39571,655.954808806489,566089,863
19,2019-02-06,2,64,2714,637.9881656804733,107820,169
19,2019-02-07,0,179,4349,927.640625,59369,64
19,2019-02-07,1,64,6427,624.6840260390586,1247494,1997
19,2019-02-07,2,75,3314,658.6349206349206,331952,504
19,2019-02-08,0,99,2977,933.8088235294117,63499,68
19,2019-02-08,1,64,11281,674.8859802210587,1160129,1719
19,2019-02-08,2,104,6823,731.3697916666666,280846,384
19,2019-02-09,0,122,2391,785.9722222222222,28295,36
19,2019-02-09,1,63,107424,910.2166859791425,785517,863
19,2019-02-09,2,84,55338,835.4082397003746,223054,267
19,2019-02-10,0,80,11768,1250.6875,60033,48
19,2019-02-10,1,70,16032,691.8096192384769,690426,998
19,2019-02-10,2,78,262192,1685.8249027237355,433257,257
19,2019-02-11,0,86,7155,838.8732394366198,59560,71
19,2019-02-11,1,64,48511,660.6462990561351,1329881,2013
19,2019-02-11,2,111,2956,664.8996138996139,344418,518
19,2019-02-12,0,92,8909,1363.5,16362,12
19,2019-02-12,1,84,3380,700.3388429752066,338964,484
19,2019-02-12,2,136,2332,618.9041095890411,45180,73
19,2019-02-13,0,80,8292,768.8157894736842,58430,76
19,2019-02-13,1,65,47049,665.0527139874739,1274241,1916
19,2019-02-13,2,66,61453,770.1307189542483,353490,459
19,2019-02-14,0,67,2671,807.4558823529412,54907,68
